51	0
67	90
67	0
72	5
77	0
80	0
82	0
182	97
86	0
95	0
96	0
107	1
112	0
113	0
114	0
115	4
116	1
118	0
119	31
121	48
121	0
121	0
121	0
121	0
122	0
122	0
123	0
123	0
126	0
127	0
133	0
134	0
136	0
141	1
142	0
147	1
148	0
149	4
149	0
149	0
149	0
150	0
153	0
154	0
154	0
155	0
161	0
161	0
161	0
162	1
165	18
165	2
168	0
169	0
169	1
174	2
175	0
175	0
176	0
176	0
176	0
179	0
179	0
182	0
183	11
184	0
186	1
187	1
190	0
191	0
194	0
196	0
197	0
197	1
197	1
197	0
198	2
198	0
199	0
203	31
206	1
207	0
207	0
207	4
211	0
212	1
229	16
213	0
214	0
217	0
217	0
217	0
218	0
218	0
224	10
225	0
226	0
226	0
228	0
228	1
231	0
231	7
232	1
232	2
232	15
232	4
235	0
235	12
235	0
235	0
235	0
235	0
236	0
238	0
238	0
238	1
239	0
240	0
240	1
240	0
240	0
241	0
241	1
242	0
243	0
243	0
243	0
248	0
249	1
249	0
250	1
252	0
253	0
254	2
256	1
256	0
257	1
257	4
258	0
259	1
260	0
262	4
263	0
263	0
267	0
268	0
268	0
268	1
269	1
269	0
270	0
270	0
270	0
270	0
273	0
275	5
275	0
276	4
277	1
277	9
280	0
280	0
282	14
282	0
282	0
283	30
283	0
285	0
286	0
287	0
287	1
288	0
288	0
289	0
289	0
289	0
289	0
289	2
290	0
290	0
291	1
291	157
291	1
293	0
294	0
294	0
295	1
296	0
296	0
296	0
297	0
298	1
298	1
299	0
301	0
302	0
302	8
303	0
303	0
303	9
303	0
304	0
305	0
305	0
305	3
305	1
306	0
308	30
309	7
310	0
310	0
310	2
312	0
312	0
313	17
314	0
315	28
315	0
316	0
317	5
318	0
318	0
319	0
319	0
319	0
319	0
319	95
320	2
320	76
322	0
323	0
323	0
325	0
326	12
327	0
329	2
329	0
329	3
329	0
330	0
330	0
331	0
331	0
332	0
332	5
333	0
333	0
337	16
337	0
337	29
337	2
338	12
